No    Ref    V       B-V     
 0924   548  20.030   3.576         
 0925   548  21.409  -0.314         
 0926   548  20.415   2.799         
 0927   548  20.548   1.665         
 0928   548  18.794   2.112         
 0929   548  18.466   1.930         
 0930   548  18.528   1.977         
 0931   548  17.548   1.915         
 0932   548  18.723   1.826         
 0933   548  22.307  -0.629         
 0934   548  20.649   1.446         
 0935   548  19.336   1.750         
 0936   548  19.968   3.000         
 0937   548  19.379   2.235         
 0938   548  19.013   1.859         
 0939   548  20.480   2.372         
 0940   548  17.792   1.634         
 0941   548  14.361   0.858         
 0942   548  20.923   2.362         
 0943   548  20.858   1.751         
 0944   548  20.375   2.126         
 0945   548  19.086   2.191         
 0946   548  19.009   2.609         
 0947   548  20.544   2.111         
 0948   548  19.970   1.990         
 0949   548  22.030   0.163         
 0950   548  23.428  -0.351         
 0951   548  17.466   1.634         
 0952   548  14.367   0.783         
 0953   548  21.464   0.700         
 0954   548  20.838  -0.427         
 0955   548  17.604   1.620         
 0956   548  21.060   1.729         
 0957   548  17.910   1.935         
 0958   548  16.649   1.405         
 0959   548  20.901   0.646         
 0960   548  20.916   2.059         
 0961   548  19.401   1.779         
 0962   548  18.789   0.982         
 0963   548  20.895   1.336         
 0964   548  15.407   1.019         
 0965   548  20.210   1.960         
 0966   548  18.926   2.079         
 0967   548  19.482   1.698         
 0968   548  19.907   2.138         
 0969   548  17.986   1.538         
 0970   548  20.849   2.905         
 0971   548  17.895   1.839         
 0972   548  19.124   2.524         
 0973   548  22.310  -0.680         
 0974   548  19.092   1.920         
 0975   548  18.074   1.629         
 0976   548  17.647   1.849         
 0977   548  19.949   2.405         
 0978   548  20.974   1.569         
 0979   548  18.404   2.215         
 0980   548  20.527   1.837         
 0981   548  20.351   1.337         
 0982   548  22.370  -1.871         
 0983   548  15.790   1.075         
 0984   548  17.387   1.743         
 0985   548  21.563  -1.750         
 0986   548  16.925   2.616         
 0987   548  20.130   1.737         
 0988   548  22.275   0.054         
 0989   548  21.083   1.216         
 0990   548  18.698   1.825         
 0991   548  19.875   1.544         
 0992   548  17.606   1.595         
 0993   548  23.994   0.854         
 0994   548  22.808   1.884         
 0995   548  20.599   1.100         
 0996   548  19.851   1.790         
 0997   548  21.083   1.802         
 0998   548  20.479   2.240         
 0999   548  17.558   0.769         
 1000   548  19.145   1.943         
 1001   548  18.208   2.582         
 1002   548  17.571   0.787         
 1003   548  18.635   1.820         
 1004   548  13.762   0.937         
 1005   548  17.393   1.734         
 1006   548  16.999   1.261         
 1007   548  17.823   1.825         
 1008   548  21.341   2.233         
 1009   548  18.561   1.782         
 1010   548  16.328   1.266         
 1011   548  16.561   1.309         
 1012   548  22.051   0.033         
 1013   548  17.484   0.548         
 1014   548  17.149   1.284         
 1015   548  16.769   1.128         
 1016   548  16.977   1.048         
 1017   548  17.471   1.615         
 1018   548  16.750   1.382         
 1019   548  17.162   2.027         
 1020   548  18.890   2.011         
 1021   548  16.884   1.137         
 1022   548  17.170   1.112         
 1023   548  16.432   1.175         
 1024   548  16.426   0.982         
 1025   548  16.413   1.269         
 1026   548  19.509   1.928         
 1027   548  16.556   0.902         
 1028   548  20.760   2.104         
 1029   548  18.432   3.013         
 1030   548  19.089   2.057         
 1031   548  16.394   1.094         
 1032   548  20.617   3.116         
 1033   548  20.660   2.048         
 1034   548  17.200   0.546         
 1035   548  16.318   0.828         
 1036   548  16.781   0.972         
 1037   548  16.002   1.000         
 1038   548  16.331   1.184         
 1039   548  15.971   0.988         
 1040   548  17.015   0.857         
 1041   548  15.867   1.061         
 1042   548  17.250   1.559         
 1043   548  15.916   1.051         
 1044   548  16.187   0.543         
 1045   548  20.795   1.497         
 1046   548  16.780   1.076         
 1047   548  16.443   0.464         
 1048   548  16.521   0.715         
 1049   548  18.672   1.717         
 1050   548  15.714   0.878         
 1051   548  15.595   0.955         
 1052   548  16.022   0.924         
 1053   548  15.597   0.887         
 1054   548  16.036   1.118         
 1055   548  15.721   0.882         
 1056   548  16.792   0.839         
 1057   548  18.312   1.821         
 1058   548  17.200   0.701         
 1059   548  21.840   3.156         
 1060   548  20.352   1.161         
 1061   548  15.719   0.462         
 1062   548  15.474   0.862         
 1063   548  16.285   1.120         
 1064   548  15.251   0.963         
 1065   548  15.481   0.953         
 1066   548  16.154   0.819         
 1067   548  15.203   0.783         
 1068   548  16.269   0.759         
 1069   548  15.790   0.806         
 1070   548  19.107   2.158         
 1071   548  17.826   1.529         
 1072   548  16.633   0.286         
 1073   548  17.035   0.962         
 1074   548  21.355   2.498         
 1075   548  15.409   0.775         
 1076   548  15.478   0.822         
 1077   548  18.321   0.242         
 1078   548  10.971   0.518         
 1079   548  15.005   0.612         
 1080   548  15.896   1.035         
 1081   548  14.856   0.623         
 1082   548  14.703   0.801         
 1083   548  16.559   0.902         
 1084   548  14.873   0.743         
 1085   548  20.209   2.220         
 1086   548  15.909   0.926         
 1087   548  18.277   1.849         
 1088   548  15.501   0.734         
 1089   548  15.049   0.548         
 1090   548  16.229   0.216         
 1091   548  14.520   0.818         
 1092   548  14.547   0.732         
 1093   548  20.286   1.471         
 1094   548  16.642   1.385         
 1095   548  15.017   0.490         
 1096   548  16.680   1.973         
 1097   548  14.382   1.138         
 1098   548  15.571   0.802         
 1099   548  17.102   1.012         
 1100   548  15.690   1.015         
 1101   548  15.943   0.922         
 1102   548  20.047   1.757         
 1103   548  16.353   1.029         
 1104   548  14.604   0.435         
 1105   548  21.644  -0.244         
 1106   548  14.429  -0.121         
 1107   548  14.533   0.424         
 1108   548  17.144   2.761         
 1109   548  13.928   0.792         
 1110   548  17.882   0.421         
 1111   548  15.638   0.616         
 1112   548  18.444   1.543         
 1113   548  15.174   0.420         
 1114   548  14.532   1.588         
 1115   548  14.828   0.214         
 1116   548  17.906   1.617         
 1117   548  15.643   0.782         
 1118   548  18.479   2.264         
 1119   548  15.304   0.945         
 1120   548  21.029   1.213         
 1121   548  14.322   0.463         
 1122   548  20.796  -0.276         
 1123   548  17.250   0.791         
 1124   548  20.212   2.204         
 1125   548  15.923   0.653         
 1126   548  17.006   0.869         
 1127   548  12.872   0.336         
 1128   548  13.523   0.565         
 1129   548  13.348  -0.409         
 1130   548  16.880   1.115         
 1131   548  18.001   1.678         
 1132   548  18.900   2.536         
 1133   548  15.028   0.075         
 1134   548  15.764   0.222         
 1135   548  19.344   1.998         
 1136   548  16.602   1.614         
 1137   548  18.407   1.832         
 1138   548  21.772  -0.436         
 1139   548  19.918   2.279         
 1140   548  17.423   0.863         
 1141   548  16.296   0.715         
 1142   548  19.062   1.980         
 1143   548  21.083  -0.876         
 1144   548  20.049   2.160         
 1145   548  19.480   1.518         
 1146   548  19.571   2.205         
 1147   548  22.581  -0.433         
 1148   548   9.580  -0.261         
 1149   548  13.443   1.190         
 1150   548  10.359  -0.485         
 1151   548  20.807   1.846         
 1152   548  14.613   1.075         
 1153   548  18.761   3.536         
 1154   548  15.879   1.821         
 1155   548  16.373   1.291         
 1156   548   9.163  -0.317         
 1157   548   9.199  -0.222         
 1158   548  13.929  -2.358         
 1159   548  15.437  -1.063         
 1160   548  20.043   3.393         
 1161   548  13.223  -0.635         
 1162   548  20.388   1.758         
 1163   548  18.223   2.989         
 1164   548  20.117   2.898         
 1165   548  17.024  -0.058         
 1166   548  18.418   1.699         
 1167   548  16.263   0.341         
 1168   548  15.244   0.402         
 1169   548  14.637  -1.299         
 1170   548  14.979  -0.539         
 1171   548  15.120  -0.347         
 1172   548  15.983   0.770         
 1173   548  13.881   0.614         
 1174   548  15.642   0.166         
 1175   548  14.730   0.652         
 1176   548  18.375   1.957         
 1177   548  13.779   0.367         
 1178   548  13.652   0.688         
 1179   548  16.410   0.903         
 1180   548  15.091   0.785         
 1181   548  16.708   0.706         
 1182   548  16.238   0.777         
 1183   548  14.231   0.252         
 1184   548  15.631   0.671         
 1185   548  15.929   1.343         
 1186   548  19.483   1.851         
 1187   548  19.547   1.510         
 1188   548  17.280   1.002         
 1189   548  15.304   0.565         
 1190   548  14.409   0.659         
 1191   548  14.463   0.718         
 1192   548  15.065   0.522         
 1193   548  18.483   1.778         
 1194   548  14.369   0.521         
 1195   548  16.244   0.558         
 1196   548  14.392   0.869         
 1197   548  14.985   0.389         
 1198   548  15.125   0.817         
 1199   548  20.830   2.038         
 1200   548  16.242   1.183         
 1201   548  15.628   0.619         
 1202   548  15.801   0.583         
 1203   548  14.863   0.561         
 1204   548  16.264   1.129         
 1205   548  13.870   1.005         
 1206   548  14.866   0.176         
 1207   548  14.665   0.510         
 1208   548  20.496   2.948         
 1209   548  18.313   2.189         
 1210   548  18.685   1.782         
 1211   548  14.746   0.668         
 1212   548  16.117   1.271         
 1213   548  15.570   0.207         
 1214   548  15.250   1.095         
 1215   548  15.797   0.368         
 1216   548  17.112   0.091         
 1217   548  19.654   2.162         
 1218   548  15.248   0.989         
 1219   548  15.988   0.375         
 1220   548  15.645   0.437         
 1221   548  18.914   1.752         
 1222   548  15.552   0.320         
 1223   548  15.393   0.732         
 1224   548  15.224   0.800         
 1225   548  16.310   1.345         
 1226   548  15.815   1.165         
 1227   548  18.834   2.173         
 1228   548  15.917   1.063         
 1229   548  16.516   0.195         
 1230   548  15.653   0.616         
 1231   548  18.635   1.966         
 1232   548  15.804   0.431         
 1233   548  16.080  -0.050         
 1234   548  15.463   0.800         
 1235   548  20.340   1.165         
 1236   548  21.044   2.476         
 1237   548  15.880   1.866         
 1238   548  16.458   0.774         
 1239   548  17.787   1.619         
 1240   548  16.005   0.778         
 1241   548  18.802   1.799         
 1242   548  16.695   0.829         
 1243   548  20.802   0.490         
 1244   548  19.371   2.751         
 1245   548  16.292   0.436         
 1246   548  16.586   0.744         
 1247   548  16.418   0.820         
 1248   548  21.526   0.807         
 1249   548  16.588   0.849         
 1250   548  18.971   2.358         
 1251   548  16.550   1.712         
 1252   548  20.156   2.391         
 1253   548  19.083   1.885         
 1254   548  20.721   1.414         
 1255   548  20.876   1.119         
 1256   548  16.822   0.330         
 1257   548  19.904   2.190         
 1258   548  20.371   2.153         
 1259   548  18.639   1.867         
 1260   548  17.212   0.544         
 1261   548  20.033   2.550         
 1262   548  18.720   2.093         
 1263   548  16.024   1.799         
 1264   548  18.526   1.983         
 1265   548  23.461  -3.396         
 1266   548  19.580   1.796         
 1267   548  19.204   1.782         
 1268   548  18.935   0.537         
 1269   548  17.461   0.073         
 1270   548  20.142   2.465         
 1271   548  20.047   0.375         
 1272   548  18.637   1.735         
 1273   548  16.920   1.322         
 1274   548  21.406  -0.474         
 1275   548  20.088   2.840         
 1276   548  19.564   1.531         
 1277   548  16.694   0.933         
 1278   548  20.489   2.431         
 1279   548  16.265   2.842         
 1280   548  19.190   2.636         
 1281   548  18.113   1.953         
 1282   548  20.572   0.156         
 1283   548  18.183   0.463         
 1284   548  18.610   1.941         
 1285   548  18.259   2.975         
 1286   548  17.884   1.643         
 1287   548  20.421   1.150         
 1288   548  18.186   1.697         
 1289   548  15.548   3.375         
 1290   548  19.012   1.996         
 1291   548  18.514  -1.181         
 1292   548  20.873   1.962         
 1293   548  19.106   2.001         
 1294   548  18.258   1.978         
 1295   548  14.557   0.917         
 1296   548  19.523   1.989         
 1297   548  21.305   3.161         
 1298   548  18.603  -1.148         
 1299   548  17.042   1.365         
 1300   548  18.972   1.812         
 1301   548  22.129  -0.486         
 1302   548  19.885   2.438         
 1303   548  22.596  -0.757         
 1304   548  19.526   1.716         
 1305   548  19.946   1.269         
 1306   548  20.068   2.386         
 1307   548  19.027   2.238         
 1308   548  17.472   1.651         
 1309   548  16.723   1.336         
 1310   548  21.380  -1.497         
 1311   548  18.051   1.838         
 1312   548  19.256   3.399         
 1313   548  18.877  -1.298         
 1314   548  19.364   1.528         
 1315   548  17.534   1.458         
 1316   548  17.201   1.475         
 1317   548  19.353   1.892         
 1318   548  18.442   2.077         
 1319   548  20.544   0.913         
 1320   548  20.404   1.486         
 1321   548  19.083   1.788         
 1322   548  20.949   1.183         
 1323   548  19.512   1.653         
 1324   548  16.178   1.240         
 1325   548  20.719   2.689         
 1326   548  19.782   1.096         
 1327   548  19.978   1.826         
 1328   548  20.521   1.223         
 1329   548  18.634  -1.086         
 1330   548  20.079   1.785         
 1331   548  20.993   1.855         
 1332   548  20.110   1.945         
 1333   548  19.476   1.095         
 1334   548  21.828  -1.545         
 1335   548  20.977   2.015         
 1336   548  19.169   1.787         
 1337   548  19.488   1.080         
 1338   548  16.769   2.601         
 1339   548  20.337   1.715         
 1340   548  15.271   3.317         
 1341   548  19.098   2.217         
 1342   548  18.409   1.470         
 1343   548  16.459   1.687         
 1344   548  18.025   1.713         
 1345   548  20.017   1.603         
 1346   548  18.304   1.964         
 1347   548  19.151   2.236         
 1348   548  18.957   0.686         
 1349   548  16.692   1.522         
 1350   548  18.975   0.549         
 1351   548  16.018   1.571         
 1352   548  17.893  -0.186         
 1353   548  20.413   2.567         
 1354   548  18.271   2.021         
 1355   548  21.460   0.804         
 1356   548  19.194   1.938         
 1357   548  19.639   1.672         
 1358   548  19.499   1.672         
 1359   548  19.941  -0.081         
 1360   548  19.802   1.946         
 1361   548  15.236   0.964         
 1362   548  15.278   0.962         
 1363   548  13.303   0.824         
 1364   548  20.038   2.496         
 1365   548  20.070  -1.765         
 1366   548  18.560   2.368         
 1367   548  19.717   1.890         
 1368   548  19.315   2.067         
 1369   548  18.589   2.023         
 1370   548  20.379   1.862         
 1371   548  19.677   0.691         
 1372   548  17.779   1.430         
 1373   548  19.431  -1.309         
 1374   548  18.908   1.743         
 1375   548  18.312   1.755         
 1376   548  17.417   1.506         
 1377   548  20.601   1.412         
 1378   548  21.444   1.089         
 1379   548  21.000   1.575         
 1380   548  18.802   1.888         
 1381   548  17.939   0.224         
 1382   548  18.441   1.310         
 1383   548  19.337   2.827         
 1384   548  23.060  -1.807         
 1385   548  20.223   1.627         
 1386   548  19.976   2.636         
 1387   548  16.755   1.393         
 1388   548  18.578   2.044         
 1389   548  19.134  -1.046         
 1390   548  17.724   1.537         
 1391   548  20.890   0.738         
 1392   548  17.738   0.318         
 1393   548  21.594   1.155         
 1394   548  17.821   0.627         
 1395   548  19.769   1.577         
 1396   548  18.611   2.051         
 1397   548  19.901   2.586         
 1398   548  22.082   0.690         
 1399   548  17.453   0.253         
 1400   548  19.215   1.318         
 1401   548  20.732   1.847         
 1402   548  18.726   3.460         
 1403   548  19.093   0.955         
 1404   548  16.719   0.290         
 1405   548  17.173   0.452         
 1406   548  17.069  -0.295         
 1407   548  19.012  -0.829         
 1408   548  16.861  -0.200         
 1409   548  20.491  -0.788         
 1410   548  16.988  -0.146         
 1411   548  17.547  -0.736         
 1412   548  16.912   0.154         
 1413   548  16.728  -0.281         
 1414   548  20.024  -0.120         
 1415   548  18.654   1.658         
 1416   548  19.426   1.859         
 1417   548  16.663   0.031         
 1418   548  19.241   1.831         
 1419   548  20.247   3.383         
 1420   548  16.901   0.223         
 1421   548  18.825   1.867         
 1422   548  16.541   0.323         
 1423   548  20.974   1.384         
 1424   548  16.784   0.482         
 1425   548  19.145  -0.854         
 1426   548  20.053   2.060         
 1427   548  20.051   2.487         
 1428   548  17.506  -0.739         
 1429   548  14.595   1.408         
 1430   548  17.081   0.174         
 1431   548  18.412   2.513         
 1432   548  18.017  -0.948         
 1433   548  18.851   1.606         
 1434   548  18.042   1.922         
 1435   548  17.968   1.591         
 1436   548  17.542   1.695         
 1437   548  16.742   0.214         
 1438   548  16.737  -0.400         
 1439   548  20.283   2.334         
 1440   548  15.025   2.397         
 1441   548  16.825  -0.053         
 1442   548  19.348   2.126         
 1443   548  20.150   1.971         
 1444   548  17.961  -0.186         
 1445   548  16.034   1.385         
 1446   548  20.065   0.924         
 1447   548  16.606   0.393         
 1448   548  18.092   1.602         
 1449   548  19.354  -1.187         
 1450   548   9.043  -0.085         
 1451   548  16.603   0.012         
 1452   548  16.483   0.561         
 1453   548  16.494   1.518         
 1454   548  19.108   3.282         
 1455   548  17.053   0.014         
 1456   548  20.094   1.627         
 1457   548  19.710   2.167         
 1458   548  18.404   2.151         
 1459   548  21.070   1.622         
 1460   548  17.071  -0.754         
 1461   548  16.303   0.086         
 1462   548  16.505   0.844         
 1463   548  18.409   0.384         
 1464   548  17.383   1.683         
 1465   548  16.315   0.956         
 1466   548  17.386  -0.955         
 1467   548  14.735   1.926         
 1468   548  17.663   0.096         
 1469   548  17.619   1.487         
 1470   548  19.190  -0.865         
 1471   548  16.473   0.612         
 1472   548  16.930   1.609         
 1473   548  16.830   0.427         
 1474   548  16.646   0.623         
 1475   548  16.756   1.636         
 1476   548  16.809  -0.003         
 1477   548  18.160   1.733         
 1478   548  16.578  -0.001         
 1479   548  16.161   0.530         
 1480   548  14.375   2.132         
 1481   548  16.410   0.576         
 1482   548  18.920   1.844         
 1483   548  17.104   0.046         
 1484   548  18.964   1.898         
 1485   548  16.548   0.207         
 1486   548  18.021   3.084         
 1487   548  17.256   0.625         
 1488   548  16.612  -0.347         
 1489   548  18.803   1.817         
 1490   548  16.715   0.010         
 1491   548  16.653  -0.183         
 1492   548  19.235   2.078         
 1493   548  16.879   1.248         
 1494   548  18.953   2.003         
 1495   548  19.914   2.334         
 1496   548  19.364  -0.788         
 1497   548  13.894   0.638         
 1498   548  17.500   0.285         
 1499   548  18.947   1.932         
 1500   548  17.478   0.222         
 1501   548  17.558  -0.201         
 1502   548  17.112   0.167         
 1503   548  17.089   0.075         
 1504   548  16.452   1.253         
 1505   548  20.080   2.067         
 1506   548  19.360   2.693         
 1507   548  18.341   2.031         
 1508   548  20.052   2.056         
 1509   548  17.514   0.647         
 1510   548  16.351   1.645         
 1511   548  16.959   1.791         
 1512   548  17.383  -0.135         
 1513   548  21.548   1.151         
 1514   548  17.626   0.956         
 1515   548  17.538   0.491         
 1516   548  18.208   3.236         
 1517   548  15.147   2.907         
 1518   548  15.963   1.024         
 1519   548  15.828   1.195         
 1520   548  19.252   1.667         
 1521   548  18.072   1.579         
 1522   548  16.471   2.616         
 1523   548  15.674   1.248         
 1524   548  16.435   1.160         
 1525   548  17.309   1.472         
 1526   548  14.332   2.225         
 1527   548  17.897   0.593         
 1528   548  20.151   1.180         
 1529   548  19.223  -0.612         
 1530   548  20.058   2.151         
 1531   548  21.440  -0.395         
 1532   548  18.031   0.464         
 1533   548  22.114  -0.833         
 1534   548  17.709   1.516         
 1535   548  16.801   1.308         
 1536   548  19.884  -1.269         
 1537   548  18.795   1.798         
 1538   548  18.583   1.624         
 1539   548  20.479   0.093         
 1540   548  18.285   1.653         
 1541   548  21.832  -0.644         
 1542   548  19.929   2.035         
 1543   548  20.965   1.567         
 1544   548  21.398  -0.204         
 1545   548  19.692  -1.168         
 1546   548  18.165   0.340         
 1547   548  19.576   1.994         
 1548   548  20.758   2.082         
 1549   548  19.325   2.084         
 1550   548  19.421   2.647         
 1551   548  17.908   1.674         
 1552   548  21.842   0.865         
 1553   548  19.158   1.801         
 1554   548  19.664   2.624         
 1555   548  19.683  -0.940         
 1556   548  19.878   2.000         
 1557   548  16.543   1.269         
 1558   548  17.514   1.817         
 1559   548  21.385   1.667         
 1560   548  16.622   1.150         
 1561   548  18.290   0.297         
 1562   548  20.519   1.590         
 1563   548  19.954  -1.392         
 1564   548  20.656  -0.811         
 1565   548  19.277   1.962         
 1566   548  19.333   2.109         
 1567   548  18.778   1.651         
 1568   548  19.542   2.260         
 1569   548  16.944   1.831         
 1570   548  20.570  -1.664         
 1571   548  20.058   0.523         
 1572   548  14.848   1.655         
 1573   548  18.103   1.563         
 1574   548  19.144   1.735         
 1575   548  21.359   0.332         
 1576   548  19.706   3.557         
 1577   548  19.940  -1.030         
 1578   548  20.671   1.409         
 1579   548  20.873  -0.172         
 1580   548  19.612   1.971         
 1581   548  19.158   1.643         
 1582   548  19.600   1.742         
 1583   548  20.786  -0.803         
 1584   548  17.889   1.673         
 1585   548  18.739   3.051         
 1586   548  20.184   2.418         
 1587   548  21.234   0.354         
 1588   548  20.799   1.484         
 1589   548  19.944   1.852         
 1590   548  20.699   1.252         
 1591   548  19.823   1.481         
 1592   548  18.791   1.468         
 1593   548  20.711   0.705         
 1594   548  18.147   1.549         
 1595   548  22.497  -0.168         
 1596   548  20.382  -1.692         
 1597   548  13.811   0.880         
 1598   548  20.753   2.007         
 1599   548  21.799   0.300         
 1600   548  21.447   0.915         
 1601   548  16.097   1.157         
 1602   548  18.344   1.744         
 1603   548  18.801   1.572         
 1604   548  21.161   0.348         
 1605   548  20.178   0.728         
 1606   548  19.287   2.540         
 1607   548  20.406  -1.891         
 1608   548  19.747   2.116         
 1609   548  21.349   1.048         
 1610   548  20.128   1.957         
 1611   548  16.126   1.370         
 1612   548  19.358   1.868         
 1613   548  16.342   1.524         
 1614   548  17.833   1.739         
 1615   548  19.166   2.266         
 1616   548  18.208   1.877         
 1617   548  20.386  -1.764         
 1618   548  18.447   2.968         
 1619   548  18.513   2.052         
 1620   548  20.377   1.858         
 1621   548  22.592  -2.835         
 1622   548  20.915   1.469         
 1623   548  16.920   2.480         
 1624   548  19.961   2.213         
 1625   548  16.500   1.435         
 1626   548  18.798   0.233         
 1627   548  20.745   2.672         
 1628   548  18.898   1.770         
 1629   548  20.718  -2.221         
 1630   548  17.653   1.916         
 1631   548  22.260  -1.382         
 1632   548  18.777   1.890         
 1633   548  20.600   1.143         
 1634   548  19.570  -1.986         
 1635   548  21.740   0.005         
 1636   548  19.683   2.250         
 1637   548  20.457   2.536         
 1638   548  19.893   2.609         
 1639   548  20.113   0.919         
 1640   548  18.300   2.128         
 1641   548  19.770  -0.891         
 1642   548  19.471   0.112         
 1643   548  18.192   1.760         
 1644   548  16.598   2.771         
 1645   548  15.513   4.009         
 1646   548  13.776   0.923         
 1647   548  16.526   1.404         
 1648   548  14.845   3.446         
 1649   548  19.146   0.222         
 1650   548  19.243   2.970         
 1651   548  18.777   3.626         
 1652   548  19.565   2.516         
 1653   548  18.829   1.755         
 1654   548  20.392   2.032         
 1655   548  21.698   0.712         
 1656   548  17.592   1.511         
 1657   548  18.782   1.903         
 1658   548  18.853   1.764         
 1659   548  19.758  -0.923         
 1660   548  18.605   2.332         
 1661   548  18.740   2.738         
 1662   548  20.895   2.971         
 1663   548  17.265   1.741         
 1664   548  18.403   1.852         
 1665   548  19.645   2.781         
 1666   548  15.391   1.155         
 1667   548  20.931   2.531         
 1668   548  20.453   1.695         
 1669   548  20.244   1.831         
 1670   548  19.960   2.221         
 1671   548  19.087   2.418         
 1672   548  17.375   1.416         
 1673   548  21.200   1.682         
 1674   548  20.073   1.094         
 1675   548  21.030  -2.348         
 1676   548  18.120   1.637         
 1677   548  20.298   1.620         
 1678   548  20.878  -0.236         
 1679   548  20.554   1.585         
 1680   548  20.341   1.782         
 1681   548  15.284   1.126         
 1682   548  16.708   1.408         
 1683   548  21.366   2.189         
 1684   548  15.864   1.428         
 1685   548  20.177   1.946         
 1686   548  19.131   0.439         
 1687   548  18.998   2.720         
 1688   548  17.991   2.002         
 1689   548  19.106   2.679         
 1690   548  20.189  -1.546         
 1691   548  20.066   1.781         
 1692   548  21.156   2.221         
 1693   548  19.467   0.221         
 1694   548  17.392   2.915         
 1695   548  18.563   1.762         
 1696   548  18.601   1.657         
 1697   548  20.992   0.886         
 1698   548  18.080   2.052         
 1699   548  20.490   1.163         
 1700   548  18.807   1.865         
 1701   548  17.933   1.352         
 1702   548  18.299   1.671         
 1703   548  19.164   2.058         
 1704   548  21.585   0.702         
 1705   548  20.671   0.545         
 1706   548  17.760   1.891         
 1707   548  19.384   0.555         
 1708   548  19.063   1.828         
 1709   548  18.376   1.680         
 1710   548  20.803  -2.037         
 1711   548  20.828  -0.250         
 1712   548  19.783   1.960         
 1713   548  16.228   1.330         
 1714   548  16.635   3.738         
 1715   548  18.428   1.778         
 1716   548  20.126   1.340         
 1717   548  20.750  -0.175         
 1718   548  17.557   2.077         
 1719   548  19.101   1.843         
 1720   548  19.603   1.800         
 1721   548  18.236   0.666         
 1722   548  19.663   1.921         
 1723   548  20.853   1.208         
 1724   548  19.152   2.568         
 1725   548  19.638   2.319         
 1726   548  19.668   0.104         
 1727   548  17.433   3.574         
 1728   548  18.616   1.616         
 1729   548  21.192   0.992         
 1730   548  20.617  -1.774         
 1731   548  16.642   1.421         
 1732   548  20.410   1.770         
 1733   548  22.411  -0.577         
 1734   548  17.337   2.722         
 1735   548  18.207   1.717         
 1736   548  17.919   1.688         
 1737   548  19.423   1.873         
 1738   548  18.458   2.438         
 1739   548  17.171   2.039         
 1740   548  16.382   1.203         
 1741   548  16.455   1.204         
 1742   548  22.652  -1.272         
 1743   548  20.861  -2.026         
 1744   548  18.058   1.373         
 1745   548  19.723   2.322         
 1746   548  18.645   1.828         
 1747   548  20.217   2.954         
 1748   548  19.383   1.844         
 1749   548  21.316   1.015         
 1750   548  16.288   1.268         
 1751   548  20.773  -0.658         
 1752   548  19.871   1.970         
 1753   548  15.442   2.426         
 1754   548  17.422   2.178         
 1755   548  19.635   0.214         
 1756   548  17.273   1.553         
 1757   548  16.545   1.218         
 1758   548  15.180   1.139         
 1759   548  20.493   0.083         
 1760   548  20.540   1.817         
 1761   548  20.214   2.125         
 1762   548  20.113   1.323         
 1763   548  18.939   2.088         
 1764   548  19.559   2.274         
 1765   548  16.625   1.579         
 1766   548  20.390  -0.286         
 1767   548  20.280   1.706         
 1768   548  20.355   2.953         
 1769   548  19.570   0.280         
 1770   548  22.052   1.175         
 1771   548  18.932   1.919         
 1772   548  15.600   1.227         
 1773   548  20.229   3.022         
 1774   548  19.383   2.393         
 1775   548  18.515   1.907         
 1776   548  22.479  -1.543         
 1777   548  19.332   1.549         
 1778   548  21.796   0.247         
 1779   548  21.432  -0.965         
 1780   548  21.010   1.721         
 1781   548  20.291   2.174         
 1782   548  18.708   1.718         
 1783   548  18.835   1.645         
 1784   548  22.107   0.137         
 1785   548  20.340   1.584         
 1786   548  18.400   0.548         
 1787   548  16.699   2.478         
 1788   548  20.090   1.643         
 1789   548  19.076   2.083         
 1790   548  15.787   1.289         
 1791   548  22.812  -0.369         
 1792   548  18.800   1.584         
 1793   548  19.260   1.540         
 1794   548  19.754   0.162         
 1795   548  19.342   1.632         
 1796   548  17.334   1.676         
 1797   548  16.937   1.472         
 1798   548  19.781   1.601         
 1799   548  19.751   1.787         
 1800   548  20.528  -1.618         
 1801   548  17.287   1.525         
 1802   548  22.144  -0.672         
 1803   548  18.451   1.596         
 1804   548  16.745   2.283         
 1805   548  22.163   0.979         
 1806   548  16.306   1.297         
 1807   548  22.022   1.283         
 1808   548  21.382   2.457         
 1809   548  21.615   1.750         
 1810   548  20.230   1.583         
 1811   548  20.034   2.360         
 1812   548  18.010   1.845         
 1813   548  20.782   1.706         
 1814   548  20.178   1.917         
 1815   548  17.523   1.977         
 1816   548  19.259   1.866         
 1817   548  18.556   2.371         
 1818   548  20.602   1.913         
 1819   548  18.748   1.898         
 1820   548  18.759   1.807         
 1821   548  15.197   1.656         
 1822   548  20.870  -2.022         
 1823   548  20.091   2.160         
 1824   548  17.089   1.347         
 1825   548  18.744   2.071         
 1826   548  18.416   1.833         
 1827   548  20.149  -0.028         
 1828   548  15.788   1.174         
 1829   548  19.502   2.413         
 1830   548  21.073   1.774         
 1831   548  18.810   2.218         
 1832   548  19.937   1.606         
 1833   548  18.752   1.741         
 1834   548  20.139   1.660         
 1835   548  20.782   2.001         
 1836   548  19.565   1.866         
 1837   548  16.817   1.350         
 1838   548  18.339   1.787         
 1839   548  22.467   0.604         
 1840   548  20.511   1.946         
 1841   548  21.047  -2.232         
 1842   548  20.555   1.311         
 1843   548  17.485   1.784         
 1844   548  15.523   1.706         
 1845   548  16.696   1.296         
 1846   548  15.248   1.004         
 1847   548  19.643   1.914         
 1848   548  19.842   0.035         
